Clean Alternative Fuel Vehicle Type,VIN (1-10),DOL Vehicle ID,Model Year,Make,Model,Primary Use,Electric Range,New or Used Vehicle,Transaction Type,Transaction Date,Year,County,City,State,Postal Code
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DZ4N,187368814,2022,VOLVO,XC60,Passenger,18,Used,Registration Renewal,November 23 2022,2022,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),2T3YL4DV3D,189189493,2013,TOYOTA,RAV4,Passenger,103,Used,Registration at time of Transfer,February 25 2020,2020,King,BELLEVUE,WA,98008
Battery Electric Vehicle (BEV),W1KCG2EB8P,261089209,2023,MERCEDES-BENZ,EQS-Class Sedan,Passenger,0,New,Original Registration,February 01 2024,2024,King,BELLEVUE,WA,98008
Battery Electric Vehicle (BEV),1G1FX6S03N,176447120,2022,CHEVROLET,Bolt EV,Passenger,0,Used,Registration Renewal,July 18 2022,2022,Clark,VANCOUVER,WA,98682
Battery Electric Vehicle (BEV),3FMTK3R76M,181615472,2021,FORD,Mustang Mach-E,Passenger,0,New,Original Title,November 03 2021,2021,Clark,RIDGEFIELD,WA,98642
Battery Electric Vehicle (BEV),1FTBW3XK3P,244439891,2023,FORD,Transit,Commercial,0,New,Original Title,July 25 2023,2023,King,SEATAC,WA,98188
Battery Electric Vehicle (BEV),W1KCG4EB3P,260919137,2023,MERCEDES-BENZ,EQS-Class Sedan,Passenger,0,New,Original Title,January 25 2024,2024,Kitsap,PORT ORCHARD,WA,98366
Plug-in Hybrid Electric Vehicle (PHEV),JA4T5VA96P,260993743,2023,MITSUBISHI,Outlander,Passenger,38,New,Original Registration,January 02 2024,2024,Kitsap,PORT ORCHARD,WA,98366
Battery Electric Vehicle (BEV),1GYKPRRK0R,262749770,2024,CADILLAC,Lyriq,Passenger,0,New,Original Title,March 12 2024,2024,King,AUBURN,WA,98002
Battery Electric Vehicle (BEV),5YJSA1H10F,267532086,2015,TESLA,Model S,Passenger,208,Used,Original Registration,May 16 2024,2024,Cowlitz,LONGVIEW,WA,98632
Battery Electric Vehicle (BEV),7SAXCDE55R,266814229,2024,TESLA,Model X,Passenger,0,New,Original Title,June 14 2024,2024,King,RENTON,WA,98057
Battery Electric Vehicle (BEV),WVGJNPE28N,237748731,2022,VOLKSWAGEN,ID.4,Passenger,0,Used,Registration Renewal,January 31 2024,2024,King,SEATTLE,WA,98109
Plug-in Hybrid Electric Vehicle (PHEV),YH4K14AA3C,226321812,2012,FISKER,Karma,Passenger,33,Used,Registration Renewal,January 25 2019,2019,King,SAMMAMISH,WA,98074
Plug-in Hybrid Electric Vehicle (PHEV),1C4RJYB64N,228059310,2022,JEEP,Grand Cherokee,Passenger,25,New,Original Registration,February 15 2023,2023,King,SEATTLE,WA,98115
Plug-in Hybrid Electric Vehicle (PHEV),LYVBR0DM5K,475407040,2019,VOLVO,XC60,Passenger,17,Used,Registration Renewal,December 11 2020,2020,King,SEATTLE,WA,98105
Battery Electric Vehicle (BEV),WVGJNPE21M,193797698,2021,VOLKSWAGEN,ID.4,Passenger,0,New,Original Title,March 04 2022,2022,King,SAMMAMISH,WA,98075
Plug-in Hybrid Electric Vehicle (PHEV),7JRBR0FM8M,252200840,2021,VOLVO,S60,Passenger,22,Used,Original Registration,August 16 2023,2023,King,SAMMAMISH,WA,98075
Plug-in Hybrid Electric Vehicle (PHEV),KNDRMDLH5P,255390327,2023,KIA,Sorento,Passenger,32,New,Original Registration,October 04 2023,2023,Thurston,OLYMPIA,WA,98501
Battery Electric Vehicle (BEV),YV4ED3UR5N,182475079,2022,VOLVO,XC40,Passenger,0,Used,Registration Renewal,September 26 2022,2022,King,SEATTLE,WA,98118
Battery Electric Vehicle (BEV),5YJSA1H19F,159201346,2015,TESLA,Model S,Passenger,208,Used,Registration Renewal,March 14 2023,2023,King,BELLEVUE,WA,98008
Plug-in Hybrid Electric Vehicle (PHEV),1G1RC6E46E,162845406,2014,CHEVROLET,Volt,Passenger,38,Used,Registration Renewal,April 08 2021,2021,King,SEATTLE,WA,98144
Battery Electric Vehicle (BEV),JN1BF0AA3P,253688872,2023,NISSAN,ARIYA,Passenger,0,New,Original Registration,October 05 2023,2023,King,SEATTLE,WA,98144
Plug-in Hybrid Electric Vehicle (PHEV),WP0AE2A74K,274954732,2019,PORSCHE,Panamera,Passenger,14,Used,Registration Renewal,August 09 2022,2022,King,SEATTLE,WA,98112
Battery Electric Vehicle (BEV),5YJSA1E42H,128922363,2017,TESLA,Model S,Passenger,210,Used,Registration Renewal,February 12 2019,2019,Snohomish,LAKE STEVENS,WA,98258
Plug-in Hybrid Electric Vehicle (PHEV),LYVBR0DMXK,125299464,2019,VOLVO,XC60,Passenger,17,Used,Registration Renewal,March 22 2022,2022,King,SAMMAMISH,WA,98075
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DJ5R,266673655,2024,VOLVO,XC60,Passenger,35,New,Original Registration,April 29 2024,2024,King,SEATTLE,WA,98119
Plug-in Hybrid Electric Vehicle (PHEV),1C4JJXR68P,233378372,2023,JEEP,Wrangler,Passenger,21,New,Original Registration,April 05 2023,2023,Clark,VANCOUVER,WA,98665
Plug-in Hybrid Electric Vehicle (PHEV),WA1F2AFY5N,195090948,2022,AUDI,Q5,Passenger,23,New,Original Registration,February 17 2022,2022,Clark,CAMAS,WA,98607
Plug-in Hybrid Electric Vehicle (PHEV),1FADP5FU7H,206950047,2017,FORD,C-Max,Passenger,20,Used,Registration at time of Transfer,May 09 2024,2024,King,FEDERAL WAY,WA,98003
Plug-in Hybrid Electric Vehicle (PHEV),KM8S7DA20N,185734664,2022,HYUNDAI,Santa Fe,Passenger,31,New,Original Title,November 29 2021,2021,King,SEATTLE,WA,98119
Battery Electric Vehicle (BEV),1GYKPPRL0R,251143959,2024,CADILLAC,Lyriq,Passenger,0,Used,Transfer Title,April 18 2024,2024,King,FEDERAL WAY,WA,98023
Battery Electric Vehicle (BEV),WA1AAAGE0N,187264206,2022,AUDI,e-tron,Passenger,0,Used,Registration Renewal,November 28 2022,2022,King,SNOQUALMIE,WA,98065
Battery Electric Vehicle (BEV),1FADP3R43E,7765005,2014,FORD,Focus,Passenger,76,Used,Registration Renewal,May 18 2017,2017,King,SEATTLE,WA,98115
Battery Electric Vehicle (BEV),3FMTK3S55P,261150991,2023,FORD,Mustang Mach-E,Passenger,0,New,Original Title,January 22 2024,2024,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),W1N9M0KB7N,218409124,2022,MERCEDES-BENZ,EQB-Class,Passenger,0,New,Original Title,October 14 2022,2022,King,SEATTLE,WA,98144
Plug-in Hybrid Electric Vehicle (PHEV),KMHC65LD0K,477576907,2019,HYUNDAI,Ioniq,Passenger,29,Used,Transfer Title,April 28 2022,2022,King,CARNATION,WA,98014
Battery Electric Vehicle (BEV),WMEFJ9BA5J,195886225,2018,SMART,EQ Fortwo,Passenger,58,Used,Registration Renewal,June 29 2020,2020,King,SEATTLE,WA,98119
Battery Electric Vehicle (BEV),W1N9M0CBXP,231146058,2023,MERCEDES-BENZ,EQB-Class,Passenger,0,New,Original Registration,March 14 2023,2023,King,HUNTS POINT,WA,98004
Battery Electric Vehicle (BEV),YV4ED3GM2P,235049587,2023,VOLVO,C40,Passenger,0,Used,Registration Renewal,April 09 2024,2024,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),1GYKPRRK9R,264494688,2024,CADILLAC,Lyriq,Passenger,0,New,Original Title,February 07 2024,2024,Clark,LA CENTER,WA,98629
Battery Electric Vehicle (BEV),WAUAHBFW1N,227152390,2022,AUDI,RS e-tron GT,Passenger,0,Used,Registration Renewal,October 19 2023,2023,Clark,WASHOUGAL,WA,98671
Plug-in Hybrid Electric Vehicle (PHEV),1G1RD6E48F,268228775,2015,CHEVROLET,Volt,Passenger,38,Used,Original Title,August 24 2018,2018,Clark,WASHOUGAL,WA,98671
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1L78H,345392470,2017,CHRYSLER,Pacifica,Passenger,33,Used,Registration Renewal,December 10 2018,2018,Kitsap,SILVERDALE,WA,98383
Battery Electric Vehicle (BEV),1FAHP3R4XC,221379518,2012,FORD,Focus,Passenger,76,Used,Transfer Title,August 26 2023,2023,King,LAKE FOREST PARK,WA,98155
Plug-in Hybrid Electric Vehicle (PHEV),1G1RC6E4XE,124482389,2014,CHEVROLET,Volt,Passenger,38,Used,Registration Renewal,January 23 2017,2017,King,FEDERAL WAY,WA,98003
Battery Electric Vehicle (BEV),YV4ED3URXM,156716234,2021,VOLVO,XC40,Passenger,0,Used,Registration Renewal,May 20 2024,2024,King,SEATTLE,WA,98101
Battery Electric Vehicle (BEV),3FMTK1RM7P,231131715,2023,FORD,Mustang Mach-E,Passenger,0,New,Original Registration,March 22 2023,2023,King,SEATTLE,WA,98101
Plug-in Hybrid Electric Vehicle (PHEV),KNDCD3LD9K,319407623,2019,KIA,Niro,Passenger,26,New,Original Registration,September 06 2019,2019,King,SEATTLE,WA,98101
Plug-in Hybrid Electric Vehicle (PHEV),KNDPYDAH9P,240527591,2023,KIA,Sportage,Passenger,34,New,Original Registration,June 08 2023,2023,King,SEATTLE,WA,98101
Plug-in Hybrid Electric Vehicle (PHEV),1G1RB6E49E,199918288,2014,CHEVROLET,Volt,Passenger,38,Used,Registration Renewal,April 25 2018,2018,King,RENTON,WA,98056
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1L73N,227514087,2022,CHRYSLER,Pacifica,Passenger,32,New,Original Registration,January 19 2023,2023,King,RENTON,WA,98056
Battery Electric Vehicle (BEV),1N4BZ1DP2L,142208762,2020,NISSAN,Leaf,Passenger,215,Used,Registration Renewal,March 23 2024,2024,King,RENTON,WA,98058
Plug-in Hybrid Electric Vehicle (PHEV),WBAJB1C07L,240593895,2020,BMW,530e,Passenger,18,Used,Registration Renewal,May 23 2024,2024,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),1N4BZ1DP3L,142274821,2020,NISSAN,Leaf,Passenger,215,Used,Registration Renewal,May 01 2024,2024,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),5YJSA1S1XF,198352563,2015,TESLA,Model S,Passenger,208,Used,Registration Renewal,March 11 2021,2021,King,SEATTLE,WA,98177
Plug-in Hybrid Electric Vehicle (PHEV),7JRBR0FLXN,187196033,2022,VOLVO,S60,Passenger,22,New,Original Title,February 08 2022,2022,King,SEATTLE,WA,98133
Battery Electric Vehicle (BEV),YV4ED3URXN,265328514,2022,VOLVO,XC40,Passenger,0,Used,Original Title,June 03 2024,2024,King,REDMOND,WA,98052
Battery Electric Vehicle (BEV),WBY33AW09P,226006511,2023,BMW,i4,Passenger,0,New,Original Title,January 06 2023,2023,King,BELLEVUE,WA,98006
Plug-in Hybrid Electric Vehicle (PHEV),WBY2Z2C51F,102675751,2015,BMW,i8,Passenger,14,Used,Registration at time of Transfer,March 15 2022,2022,King,BELLEVUE,WA,98006
Plug-in Hybrid Electric Vehicle (PHEV),JTMAB3FVXN,205879859,2022,TOYOTA,RAV4 Prime,Passenger,42,Used,Original Registration,June 10 2022,2022,King,BELLEVUE,WA,98006
Battery Electric Vehicle (BEV),WVGDMPE22M,161640216,2021,VOLKSWAGEN,ID.4,Passenger,0,Used,Registration at time of Transfer,May 10 2024,2024,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),1N4BZ1BV2M,240529719,2021,NISSAN,Leaf,Passenger,0,Used,Original Registration,June 09 2023,2023,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),WMEFJ9BA3H,171469483,2017,SMART,Fortwo,Passenger,58,Used,Registration Renewal,June 27 2022,2022,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),3FMTK1RM4N,211185747,2022,FORD,Mustang Mach-E,Passenger,0,New,Original Title,August 11 2022,2022,Thurston,OLYMPIA,WA,98502
Plug-in Hybrid Electric Vehicle (PHEV),JTMEB3FV9R,264730686,2024,TOYOTA,RAV4 Prime,Passenger,42,Used,Original Title,February 27 2024,2024,King,SEATTLE,WA,98103
Battery Electric Vehicle (BEV),1GYKPWRL5R,265869887,2024,CADILLAC,Lyriq,Passenger,0,New,Original Title,May 16 2024,2024,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),1G6RP1E4XE,195616872,2014,CADILLAC,ELR,Passenger,37,New,Original Registration,March 20 2015,2015,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),3FA6P0PU9D,135803433,2013,FORD,Fusion,Passenger,19,Used,Transfer Title,September 28 2022,2022,King,SEATTLE,WA,98133
Plug-in Hybrid Electric Vehicle (PHEV),WAUSPBFF4G,145733367,2016,AUDI,A3,Passenger,16,Used,Registration Renewal,January 09 2023,2023,King,CLYDE HILL,WA,98004
Battery Electric Vehicle (BEV),KMHM34AC3P,240564719,2023,HYUNDAI,Ioniq 6,Passenger,0,New,Original Registration,June 13 2023,2023,King,SHORELINE,WA,98177
Battery Electric Vehicle (BEV),WMEFK9BA6J,171260785,2018,SMART,EQ Fortwo,Passenger,58,Used,Original Title,August 06 2021,2021,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),YV4ED3UW7P,241755020,2023,VOLVO,XC40,Passenger,0,New,Original Registration,May 30 2023,2023,King,WOODINVILLE,WA,98072
Plug-in Hybrid Electric Vehicle (PHEV),1FADP5CU3F,168502841,2015,FORD,C-Max,Passenger,19,New,Original Title,October 02 2015,2015,King,ISSAQUAH,WA,98027
Battery Electric Vehicle (BEV),1FADP3R44F,341415399,2015,FORD,Focus,Passenger,76,Used,Original Title,February 24 2016,2016,Clark,BATTLE GROUND,WA,98604
Plug-in Hybrid Electric Vehicle (PHEV),YV4H600N5P,230784550,2023,VOLVO,XC90,Passenger,32,New,Original Registration,February 17 2023,2023,Clark,VANCOUVER,WA,98686
Battery Electric Vehicle (BEV),WVGJNPE25N,212399428,2022,VOLKSWAGEN,ID.4,Passenger,0,New,Original Registration,August 26 2022,2022,King,BELLEVUE,WA,98006
Battery Electric Vehicle (BEV),WB533CF09P,245631571,2023,BMW,iX,Passenger,0,New,Original Registration,August 08 2023,2023,King,NEWCASTLE,WA,98059
Plug-in Hybrid Electric Vehicle (PHEV),JTMEB3FV7P,258029677,2023,TOYOTA,RAV4 Prime,Passenger,42,Used,Original Title,December 06 2023,2023,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),LYVBR0DLXJ,252734912,2018,VOLVO,XC60,Passenger,17,Used,Registration Renewal,May 02 2022,2022,King,RENTON,WA,98056
Battery Electric Vehicle (BEV),5YJXCAE44K,2429087,2019,TESLA,Model X,Passenger,289,New,Original Registration,October 15 2019,2019,Cowlitz,LONGVIEW,WA,98632
Plug-in Hybrid Electric Vehicle (PHEV),KM8S7DA27N,185897267,2022,HYUNDAI,Santa Fe,Passenger,31,Used,Registration Renewal,October 17 2023,2023,King,REDMOND,WA,98052
Plug-in Hybrid Electric Vehicle (PHEV),1G1RB6E43F,190310060,2015,CHEVROLET,Volt,Passenger,38,Used,Registration Renewal,February 10 2021,2021,King,TUKWILA,WA,98178
Battery Electric Vehicle (BEV),WA1AAAGE9M,156660507,2021,AUDI,e-tron,Passenger,222,New,Original Registration,July 01 2021,2021,Kitsap,PORT ORCHARD,WA,98367
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DA5P,219780648,2023,VOLVO,XC60,Passenger,35,New,Original Registration,November 16 2022,2022,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60CZ7N,204968935,2022,VOLVO,XC90,Passenger,35,New,Original Registration,May 25 2022,2022,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),5LMYJ9YY3N,217910521,2022,LINCOLN,Aviator,Passenger,21,New,Original Registration,October 07 2022,2022,Clark,VANCOUVER,WA,98686
Battery Electric Vehicle (BEV),7PDSGABL2P,229933287,2023,RIVIAN,R1S,Passenger,0,Used,Registration at time of Transfer,April 26 2023,2023,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),WA1H2BFZ7N,218698532,2022,AUDI,Q4,Passenger,0,Used,Registration Renewal,October 13 2023,2023,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),1G1RC6E48E,235743112,2014,CHEVROLET,Volt,Passenger,38,New,Original Title,October 29 2014,2014,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),WBY43FK09R,261544979,2024,BMW,i5,Passenger,0,New,Original Title,April 17 2024,2024,King,BELLEVUE,WA,98005
Plug-in Hybrid Electric Vehicle (PHEV),5YM33CS06R,260307519,2024,BMW,XM,Passenger,31,New,Original Registration,February 23 2024,2024,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),KMHM24AC5P,240712881,2023,HYUNDAI,Ioniq 6,Passenger,0,New,Original Title,June 14 2023,2023,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),3C3CFFGE1J,195254699,2018,FIAT,500,Passenger,84,Used,Original Registration,March 30 2022,2022,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),KM8KRDDF6R,262479626,2024,HYUNDAI,Ioniq 5,Passenger,0,New,Original Title,March 04 2024,2024,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),WBY2Z6C5XK,477837741,2019,BMW,i8,Passenger,17,New,Original Registration,August 12 2019,2019,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),WBY7Z2C55J,210232879,2018,BMW,i3,Passenger,114,New,Original Registration,February 23 2018,2018,King,SEATTLE,WA,98102
Battery Electric Vehicle (BEV),WBY8P2C04M,170602029,2021,BMW,i3,Passenger,0,Used,Registration Renewal,June 14 2024,2024,King,SEATTLE,WA,98102
Plug-in Hybrid Electric Vehicle (PHEV),WBY8P4C5XK,474632315,2019,BMW,i3,Passenger,126,Used,Registration Renewal,December 28 2020,2020,King,SEATTLE,WA,98102
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DL4K,106083155,2019,VOLVO,XC60,Passenger,17,Used,Registration Renewal,July 20 2023,2023,King,SEATTLE,WA,98115
Plug-in Hybrid Electric Vehicle (PHEV),JHMZC5F12J,304907004,2018,HONDA,Clarity,Passenger,47,New,Original Registration,August 07 2018,2018,King,SHORELINE,WA,98177
Battery Electric Vehicle (BEV),1GYKPVRL7R,261481804,2024,CADILLAC,Lyriq,Passenger,0,New,Original Title,January 20 2024,2024,King,SEATTLE,WA,98107
Plug-in Hybrid Electric Vehicle (PHEV),KNDCC3LDXJ,175617403,2018,KIA,Niro,Passenger,26,Used,Original Title,August 30 2021,2021,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),5YJSA1AC3D,150885493,2013,TESLA,Model S,Passenger,208,Used,Registration Renewal,July 30 2021,2021,King,NEWCASTLE,WA,98059
Plug-in Hybrid Electric Vehicle (PHEV),KM8S6DA28N,183059215,2022,HYUNDAI,Santa Fe,Passenger,31,New,Original Title,November 30 2021,2021,Clark,VANCOUVER,WA,98683
Plug-in Hybrid Electric Vehicle (PHEV),WP1AE2A21H,215334010,2017,PORSCHE,Cayenne,Passenger,14,Used,Registration Renewal,August 31 2021,2021,Snohomish,LYNNWOOD,WA,98087
Battery Electric Vehicle (BEV),KMHC75LH3H,138154621,2017,HYUNDAI,Ioniq,Passenger,124,Used,Registration at time of Transfer,February 23 2022,2022,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),KNDCC3LG9M,161725882,2021,KIA,Niro,Passenger,0,New,Original Registration,June 24 2021,2021,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),KL8CK6S03F,120411147,2015,CHEVROLET,Spark,Passenger,82,Used,Registration Renewal,November 18 2016,2016,Clark,VANCOUVER,WA,98683
Battery Electric Vehicle (BEV),JA3215H15C,260854107,2012,MITSUBISHI,i-MiEV,Passenger,62,Used,Original Registration,December 08 2023,2023,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),1V25MPE89P,249591590,2023,VOLKSWAGEN,ID.4,Passenger,0,New,Original Registration,August 08 2023,2023,King,BELLEVUE,WA,98005
Plug-in Hybrid Electric Vehicle (PHEV),1C4RJXP6XR,253238072,2024,JEEP,Wrangler,Passenger,21,New,Original Title,September 18 2023,2023,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),1FTVW1EL0P,261444655,2023,FORD,F-150,Truck,0,New,Original Title,January 18 2024,2024,King,KENT,WA,98042
Battery Electric Vehicle (BEV),KNDJP3AE8H,350084948,2017,KIA,Soul EV,Passenger,93,Used,Registration Renewal,August 01 2023,2023,Kitsap,OLALLA,WA,98359
Plug-in Hybrid Electric Vehicle (PHEV),3FA6P0PU1E,227103796,2014,FORD,Fusion,Passenger,19,New,Original Title,July 29 2014,2014,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),7SAXCDE53N,233327832,2022,TESLA,Model X,Passenger,0,Used,Registration Renewal,February 27 2024,2024,King,NEWCASTLE,WA,98056
Plug-in Hybrid Electric Vehicle (PHEV),KM8JBDA29N,208667539,2022,HYUNDAI,Tucson,Passenger,33,New,Original Title,July 15 2022,2022,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),WBY2Z6C55K,345063918,2019,BMW,i8,Passenger,17,Used,Registration Renewal,June 01 2021,2021,King,KENT,WA,98042
Battery Electric Vehicle (BEV),WA16AAGE3R,257949695,2024,AUDI,Q8,Passenger,0,New,Original Title,October 24 2023,2023,Clark,LA CENTER,WA,98629
Battery Electric Vehicle (BEV),WVGTMPE27M,186918350,2021,VOLKSWAGEN,ID.4,Passenger,0,New,Original Registration,February 18 2022,2022,King,SEATTLE,WA,98133
Plug-in Hybrid Electric Vehicle (PHEV),1C4RJYB60P,257447760,2023,JEEP,Grand Cherokee,Passenger,25,New,Original Title,November 03 2023,2023,Cowlitz,KELSO,WA,98626
Battery Electric Vehicle (BEV),WBY1Z6C56H,3573244,2017,BMW,i3,Passenger,81,New,Original Registration,January 20 2017,2017,King,SEATTLE,WA,98105
Battery Electric Vehicle (BEV),1N4BZ1CP9L,127474959,2020,NISSAN,Leaf,Passenger,215,Used,Registration Renewal,September 12 2022,2022,King,DES MOINES,WA,98198
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0CLXM,141571496,2021,VOLVO,XC90,Passenger,18,Used,Registration Renewal,January 05 2022,2022,Cowlitz,KALAMA,WA,98625
Battery Electric Vehicle (BEV),5YJXCAE20M,233495188,2021,TESLA,Model X,Passenger,0,Used,Transfer Title,March 01 2024,2024,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),WAUUPBFF1H,111979220,2017,AUDI,A3,Passenger,16,Used,Registration Renewal,June 14 2021,2021,Clark,VANCOUVER,WA,98682
Battery Electric Vehicle (BEV),KNDAFFS56R,260731873,2024,KIA,EV9,Passenger,0,New,Original Registration,January 04 2024,2024,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),3FMTK3SS5N,264930165,2022,FORD,Mustang Mach-E,Passenger,0,Used,Original Registration,April 18 2024,2024,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60CF8R,262928515,2024,VOLVO,XC90,Passenger,32,New,Original Registration,April 29 2024,2024,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),JTMFB3FV7P,251494295,2023,TOYOTA,RAV4 Prime,Passenger,42,Used,Registration Renewal,June 18 2024,2024,Kitsap,BAINBRIDGE ISLAND,WA,98110
Plug-in Hybrid Electric Vehicle (PHEV),1G1RA6E45F,130636600,2015,CHEVROLET,Volt,Passenger,38,New,Original Title,July 29 2015,2015,Clark,VANCOUVER,WA,98685
Battery Electric Vehicle (BEV),1FADP3R46E,105648875,2014,FORD,Focus,Passenger,76,New,Original Title,April 09 2014,2014,King,NORTH BEND,WA,98045
Battery Electric Vehicle (BEV),SADHD2S15N,179456553,2022,JAGUAR,I-PACE,Passenger,0,Used,Registration Renewal,September 19 2023,2023,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),WBY43AW08R,261171788,2024,BMW,i4,Passenger,0,New,Original Title,February 12 2024,2024,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),1FTBW1XK5N,209995782,2022,FORD,Transit,Commercial,0,Used,Registration Renewal,December 13 2022,2022,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),1FTBW1XK6N,207863064,2022,FORD,Transit,Commercial,0,Used,Registration Renewal,November 15 2023,2023,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),1FTBW1XK4N,216763137,2022,FORD,Transit,Commercial,0,New,Original Registration,September 01 2022,2022,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),1FTBW1XK0N,208196180,2022,FORD,Transit,Commercial,0,Used,Registration Renewal,November 15 2023,2023,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),1FTBW1XK9N,209769367,2022,FORD,Transit,Commercial,0,Used,Registration Renewal,December 13 2022,2022,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),1FTBW1XK3N,208006424,2022,FORD,Transit,Commercial,0,New,Original Title,June 30 2022,2022,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),1FTBW1XK7N,208194136,2022,FORD,Transit,Commercial,0,Used,Registration Renewal,November 15 2023,2023,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),1FTBW1XK1N,209886834,2022,FORD,Transit,Commercial,0,Used,Registration Renewal,November 15 2023,2023,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),1FTBW1XK2N,204086060,2022,FORD,Transit,Commercial,0,New,Original Title,May 24 2022,2022,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),5YJSA1E56R,262472549,2024,TESLA,Model S,Passenger,0,New,Original Registration,March 22 2024,2024,King,SEATTLE,WA,98107
Battery Electric Vehicle (BEV),1FADP3R47G,217047512,2016,FORD,Focus,Passenger,76,New,Original Registration,September 09 2016,2016,King,SEATTLE,WA,98107
Plug-in Hybrid Electric Vehicle (PHEV),WAUUPBFF1J,334338679,2018,AUDI,A3,Passenger,16,Used,Registration Renewal,January 11 2020,2020,King,SEATTLE,WA,98105
Plug-in Hybrid Electric Vehicle (PHEV),JTDKARFP5L,244395448,2020,TOYOTA,Prius Prime,Passenger,25,Used,Original Registration,May 26 2023,2023,King,KENT,WA,98030
Plug-in Hybrid Electric Vehicle (PHEV),JHMZC5F12L,132504606,2020,HONDA,Clarity,Passenger,47,Used,Registration Renewal,October 20 2021,2021,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),WBY53EJ04P,251193449,2023,BMW,i7,Passenger,0,New,Original Registration,September 18 2023,2023,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),WA12AAGE8P,233619179,2023,AUDI,e-tron,Passenger,0,Used,Transfer Title,October 06 2023,2023,King,SEATTLE,WA,98122
Plug-in Hybrid Electric Vehicle (PHEV),YV1H60EP5R,261805246,2024,VOLVO,V60,Passenger,41,New,Original Title,March 15 2024,2024,King,DUVALL,WA,98019
Plug-in Hybrid Electric Vehicle (PHEV),KNAGV4LD3H,146649877,2017,KIA,Optima,Passenger,29,Used,Registration Renewal,July 08 2021,2021,King,BELLEVUE,WA,98005
Plug-in Hybrid Electric Vehicle (PHEV),1C4RJYC60R,262432558,2024,JEEP,Grand Cherokee,Passenger,25,New,Original Registration,January 17 2024,2024,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),WA1G2AFY0M,153977526,2021,AUDI,Q5 e,Passenger,18,Used,Registration Renewal,April 13 2023,2023,King,RENTON,WA,98058
