Clean Alternative Fuel Vehicle Type,VIN (1-10),DOL Vehicle ID,Model Year,Make,Model,Primary Use,Electric Range,New or Used Vehicle,Transaction Type,Transaction Date,Year,County,City,State,Postal Code
Battery Electric Vehicle (BEV),W1KEG2CB0R,264764335,2024,MERCEDES-BENZ,EQE-Class Sedan,Passenger,0,New,Original Registration,April 15 2024,2024,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),KNDCC3LD8M,152534910,2021,KIA,Niro,Passenger,26,Used,Transfer Title,May 21 2024,2024,King,REDMOND,WA,98052
Plug-in Hybrid Electric Vehicle (PHEV),JM3KKBHA4R,262534660,2024,MAZDA,CX-90,Passenger,26,New,Original Registration,March 14 2024,2024,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DE9P,233558958,2023,VOLVO,XC60,Passenger,35,Used,Registration Renewal,March 28 2024,2024,King,BURIEN,WA,98168
Battery Electric Vehicle (BEV),KM8K33AG5L,121982206,2020,HYUNDAI,Kona,Passenger,258,Used,Registration at time of Transfer,November 01 2023,2023,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),1G1FW6S05L,255164871,2020,CHEVROLET,Bolt EV,Passenger,259,Used,Original Title,October 18 2023,2023,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),JM3KKBHA8R,254769056,2024,MAZDA,CX-90,Passenger,26,New,Original Registration,September 28 2023,2023,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),KL8CL6S02F,104864294,2015,CHEVROLET,Spark,Passenger,82,Used,Transfer Title,January 05 2021,2021,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),WMEFJ9BA1J,205863458,2018,SMART,EQ Fortwo,Passenger,58,Used,Registration Renewal,April 30 2024,2024,King,RENTON,WA,98058
Plug-in Hybrid Electric Vehicle (PHEV),JTMEB3FV9N,232824343,2022,TOYOTA,RAV4 Prime,Passenger,42,Used,Original Title,March 01 2023,2023,King,AUBURN,WA,98092
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DL8R,260396650,2024,VOLVO,XC60,Passenger,35,New,Original Title,January 25 2024,2024,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),7G2CEHEE1R,267081384,2024,TESLA,Cybertruck,Truck,0,New,Original Title,June 21 2024,2024,Kitsap,SILVERDALE,WA,98383
Battery Electric Vehicle (BEV),KNDC34LB2N,207777237,2022,KIA,EV6,Passenger,0,New,Original Title,July 22 2022,2022,King,REDMOND,WA,98052
Battery Electric Vehicle (BEV),5YJSA1E23F,302545750,2015,TESLA,Model S,Passenger,208,Used,Registration Renewal,July 13 2023,2023,Snohomish,ARLINGTON,WA,98223
Plug-in Hybrid Electric Vehicle (PHEV),7JRBK0FP0M,141838126,2021,VOLVO,S60,Passenger,22,Used,Registration Renewal,January 19 2023,2023,Clark,BRUSH PRAIRIE,WA,98606
Plug-in Hybrid Electric Vehicle (PHEV),7JRH60FJ6R,258852128,2024,VOLVO,S60,Passenger,41,New,Original Title,November 06 2023,2023,Clark,BRUSH PRAIRIE,WA,98606
Battery Electric Vehicle (BEV),WBY33FK06R,267736213,2024,BMW,i5,Passenger,0,New,Original Title,June 13 2024,2024,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),WBY73AW03R,261242621,2024,BMW,i4,Passenger,0,New,Original Registration,January 19 2024,2024,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),WA1LAAGE1K,185405524,2019,AUDI,e-tron,Passenger,204,Used,Transfer Title,February 28 2022,2022,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),LPSED3KA5M,255446103,2021,POLESTAR,PS2,Passenger,233,Used,Original Registration,September 22 2023,2023,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),5YJXCBE23M,135270222,2021,TESLA,Model X,Passenger,0,Used,Registration Renewal,July 27 2022,2022,Kitsap,KINGSTON,WA,98346
Battery Electric Vehicle (BEV),5YJSA1E64N,183082721,2022,TESLA,Model S,Passenger,0,New,Original Title,January 07 2022,2022,Kitsap,KINGSTON,WA,98346
Battery Electric Vehicle (BEV),SADHC2S15L,476349415,2020,JAGUAR,I-PACE,Passenger,234,Used,Registration at time of Transfer,April 03 2024,2024,King,BOTHELL,WA,98011
Plug-in Hybrid Electric Vehicle (PHEV),KNDPYDDH7R,261463800,2024,KIA,Sportage,Passenger,34,New,Original Registration,February 02 2024,2024,King,RENTON,WA,98058
Plug-in Hybrid Electric Vehicle (PHEV),JTJHKCFZ8R,253721639,2024,LEXUS,NX,Passenger,37,New,Original Title,August 30 2023,2023,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),WA1L2BFZ5R,264945285,2024,AUDI,Q4,Passenger,0,New,Original Registration,May 06 2024,2024,King,RENTON,WA,98059
Battery Electric Vehicle (BEV),YV4ED3UR0M,244504480,2021,VOLVO,XC40,Passenger,0,Used,Original Title,June 05 2023,2023,Clark,RIDGEFIELD,WA,98642
Plug-in Hybrid Electric Vehicle (PHEV),JTMCB3FV5M,180298079,2021,TOYOTA,RAV4 Prime,Passenger,42,Used,Registration Renewal,October 07 2022,2022,Clark,VANCOUVER,WA,98685
Battery Electric Vehicle (BEV),1G1FW6S05M,270898372,2021,CHEVROLET,Bolt EV,Passenger,0,Used,Original Registration,June 27 2024,2024,Clark,BRUSH PRAIRIE,WA,98606
Battery Electric Vehicle (BEV),1N4BZ1DV8N,199377783,2022,NISSAN,Leaf,Passenger,0,Used,Registration at time of Transfer,February 26 2024,2024,King,BELLEVUE,WA,98005
Plug-in Hybrid Electric Vehicle (PHEV),KNDCM3LD4M,152406551,2021,KIA,Niro,Passenger,26,Used,Registration at time of Transfer,May 17 2024,2024,King,SEATTLE,WA,98112
Battery Electric Vehicle (BEV),7SAXCBE69R,266774231,2024,TESLA,Model X,Passenger,0,New,Original Registration,May 14 2024,2024,King,KENT,WA,98030
Plug-in Hybrid Electric Vehicle (PHEV),KMHE14L22K,170533121,2019,HYUNDAI,Sonata,Passenger,28,Used,Registration Renewal,June 09 2022,2022,Clark,VANCOUVER,WA,98684
Battery Electric Vehicle (BEV),WMEEJ9AA1F,123357692,2015,SMART,Fortwo Electric Drive,Passenger,68,Used,Registration Renewal,April 08 2024,2024,King,SEATTLE,WA,98177
Plug-in Hybrid Electric Vehicle (PHEV),1G1RE6E4XC,148246164,2012,CHEVROLET,Volt,Passenger,35,Used,Original Title,March 10 2021,2021,Clark,VANCOUVER,WA,98684
Battery Electric Vehicle (BEV),5YJSA1V27F,260833702,2015,TESLA,Model S,Passenger,208,Used,Original Title,August 29 2018,2018,King,SEATTLE,WA,98112
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DM4N,202198398,2022,VOLVO,XC60,Passenger,35,New,Original Registration,May 03 2022,2022,Island,OAK HARBOR,WA,98277
Battery Electric Vehicle (BEV),3FMTK1SS7N,212339718,2022,FORD,Mustang Mach-E,Passenger,0,New,Original Title,September 22 2022,2022,Thurston,OLYMPIA,WA,98513
Battery Electric Vehicle (BEV),KNDJX3AE8F,112787216,2015,KIA,Soul,Passenger,93,Used,Original Registration,September 21 2017,2017,Thurston,OLYMPIA,WA,98513
Battery Electric Vehicle (BEV),7FCTGAAA9R,267112982,2024,RIVIAN,R1T,Truck,0,New,Original Registration,June 21 2024,2024,King,NORMANDY PARK,WA,98166
Plug-in Hybrid Electric Vehicle (PHEV),1C4RJYD61R,265631054,2024,JEEP,Grand Cherokee,Passenger,25,New,Original Registration,April 29 2024,2024,Kitsap,SILVERDALE,WA,98383
Battery Electric Vehicle (BEV),1V25MPE81P,245371668,2023,VOLKSWAGEN,ID.4,Passenger,0,New,Original Registration,July 17 2023,2023,King,BELLEVUE,WA,98005
Plug-in Hybrid Electric Vehicle (PHEV),YV1H60EP3N,199228263,2022,VOLVO,V60,Passenger,41,Used,Registration Renewal,March 31 2023,2023,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),YV4ED3UK0P,255480935,2023,VOLVO,XC40,Passenger,0,New,Original Title,October 19 2023,2023,King,WOODINVILLE,WA,98072
Battery Electric Vehicle (BEV),WMEFJ9BA3J,180821553,2018,SMART,EQ Fortwo,Passenger,58,Used,Registration Renewal,August 31 2020,2020,Clark,VANCOUVER,WA,98682
Plug-in Hybrid Electric Vehicle (PHEV),WP1AE2A27G,253115908,2016,PORSCHE,Cayenne,Passenger,14,Used,Registration Renewal,October 20 2020,2020,Clark,VANCOUVER,WA,98683
Battery Electric Vehicle (BEV),YSMET3KA2P,225950763,2023,POLESTAR,PS2,Passenger,0,New,Original Registration,December 07 2022,2022,King,NORMANDY PARK,WA,98166
Plug-in Hybrid Electric Vehicle (PHEV),WMZYU7C42J,276471205,2018,MINI,Countryman,Passenger,12,Used,Original Registration,April 10 2018,2018,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),WBA7J2C59J,336106347,2018,BMW,740e,Passenger,14,Used,Registration at time of Transfer,January 06 2022,2022,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),KM8K33AG6P,236715111,2023,HYUNDAI,Kona Electric,Passenger,0,New,Original Registration,May 23 2023,2023,Snohomish,MILL CREEK,WA,98012
Battery Electric Vehicle (BEV),WVGDMPE26M,152371348,2021,VOLKSWAGEN,ID.4,Passenger,0,Used,Registration Renewal,March 11 2024,2024,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),WBA8E1C56H,476482660,2017,BMW,330e,Passenger,14,Used,Registration at time of Transfer,May 15 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WMW13DJ02R,263234184,2024,MINI,Hardtop,Passenger,0,New,Original Registration,April 09 2024,2024,King,SEATTLE,WA,98103
Battery Electric Vehicle (BEV),WBY8P2C02M,172394442,2021,BMW,i3,Passenger,0,Used,Registration at time of Transfer,May 20 2024,2024,King,SHORELINE,WA,98155
Plug-in Hybrid Electric Vehicle (PHEV),WBY8P8C01M,211877837,2021,BMW,i3,Passenger,153,Used,Registration Renewal,August 01 2023,2023,Cowlitz,LONGVIEW,WA,98632
Plug-in Hybrid Electric Vehicle (PHEV),LYVBR0DL1K,151492911,2019,VOLVO,XC60,Passenger,17,Used,Registration Renewal,September 27 2019,2019,King,SEATTLE,WA,98112
Plug-in Hybrid Electric Vehicle (PHEV),WP1BE2AY0N,235180795,2022,PORSCHE,Cayenne,Passenger,16,Used,Original Title,April 14 2023,2023,King,SAMMAMISH,WA,98074
Plug-in Hybrid Electric Vehicle (PHEV),KMHC65LD1L,131586395,2020,HYUNDAI,Ioniq,Passenger,29,Used,Registration Renewal,October 17 2023,2023,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),WP0AA2Y19N,200796179,2022,PORSCHE,Taycan,Passenger,0,New,Original Title,May 13 2022,2022,King,NEWCASTLE,WA,98059
Battery Electric Vehicle (BEV),KM8K23AG6M,150699524,2021,HYUNDAI,Kona Electric,Passenger,0,New,Original Title,April 26 2021,2021,King,BELLEVUE,WA,98006
Battery Electric Vehicle (BEV),KMHM34ACXR,265067967,2024,HYUNDAI,Ioniq 6,Passenger,0,New,Original Title,May 30 2024,2024,King,BELLEVUE,WA,98006
Plug-in Hybrid Electric Vehicle (PHEV),WBA7W4C05L,235209418,2020,BMW,745e,Passenger,16,Used,Transfer Title,May 01 2023,2023,King,BELLEVUE,WA,98005
Plug-in Hybrid Electric Vehicle (PHEV),WBY8P8C52K,121615980,2019,BMW,i3,Passenger,126,Used,Transfer Title,February 26 2021,2021,King,BELLEVUE,WA,98005
Plug-in Hybrid Electric Vehicle (PHEV),1G6RP1E45E,177790133,2014,CADILLAC,ELR,Passenger,37,New,Original Title,November 04 2014,2014,King,DUVALL,WA,98019
Plug-in Hybrid Electric Vehicle (PHEV),1G6RS1E4XE,230555538,2014,CADILLAC,ELR,Passenger,37,Used,Registration Renewal,November 14 2016,2016,King,DUVALL,WA,98019
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1N75P,257908213,2023,CHRYSLER,Pacifica,Passenger,32,New,Original Title,December 14 2023,2023,King,BURIEN,WA,98166
Plug-in Hybrid Electric Vehicle (PHEV),W1N0G5DB2L,124223116,2020,MERCEDES-BENZ,GLC-Class,Passenger,22,New,Original Registration,October 07 2020,2020,Jefferson,PORT LUDLOW,WA,98365
Plug-in Hybrid Electric Vehicle (PHEV),KNDCD3LD9L,152049628,2020,KIA,Niro,Passenger,26,Used,Registration Renewal,April 19 2022,2022,Kitsap,BREMERTON,WA,98312
Battery Electric Vehicle (BEV),KMHM24ABXR,265869467,2024,HYUNDAI,Ioniq 6,Passenger,0,Used,Original Registration,May 15 2024,2024,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L7M,135110531,2021,VOLVO,XC90,Passenger,18,New,Original Title,January 19 2021,2021,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),KM8KMDDF5R,262829927,2024,HYUNDAI,Ioniq 5,Passenger,0,New,Original Title,March 07 2024,2024,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DW0P,240057786,2023,VOLVO,XC60,Passenger,35,New,Original Registration,June 06 2023,2023,Clark,CAMAS,WA,98607
Battery Electric Vehicle (BEV),WBY7Z6C5XJ,176611634,2018,BMW,i3,Passenger,114,Used,Registration Renewal,August 19 2022,2022,King,SEATTLE,WA,98122
Battery Electric Vehicle (BEV),1V2CMPE80P,236004968,2023,VOLKSWAGEN,ID.4,Passenger,0,New,Original Title,May 09 2023,2023,King,SEATTLE,WA,98126
Plug-in Hybrid Electric Vehicle (PHEV),1G1RH6E43D,234987168,2013,CHEVROLET,Volt,Passenger,38,Used,Registration at time of Transfer,March 21 2023,2023,Clark,CAMAS,WA,98607
Battery Electric Vehicle (BEV),WDDVP9AB4F,477514761,2015,MERCEDES-BENZ,B-Class,Passenger,87,Used,Registration Renewal,August 04 2022,2022,King,RENTON,WA,98058
Battery Electric Vehicle (BEV),3FMTK3SU6M,151346254,2021,FORD,Mustang Mach-E,Passenger,0,Used,Registration Renewal,May 11 2023,2023,King,RENTON,WA,98058
Battery Electric Vehicle (BEV),1N4BZ1BV3M,167099166,2021,NISSAN,Leaf,Passenger,0,Used,Registration Renewal,May 19 2022,2022,King,SEATTLE,WA,98126
Battery Electric Vehicle (BEV),WMEEJ9AA8D,184886348,2013,SMART,Fortwo Electric Drive,Passenger,68,Used,Original Registration,May 07 2015,2015,Cowlitz,WOODLAND,WA,98674
Plug-in Hybrid Electric Vehicle (PHEV),WBY7Z8C57J,177921124,2018,BMW,i3,Passenger,97,Used,Registration Renewal,August 30 2023,2023,King,SEATTLE,WA,98144
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00ZXN,195404002,2022,VOLVO,XC90,Passenger,18,New,Original Registration,March 25 2022,2022,King,MERCER ISLAND,WA,98040
Plug-in Hybrid Electric Vehicle (PHEV),1G1RE6E48E,268153000,2014,CHEVROLET,Volt,Passenger,38,Used,Original Title,June 24 2024,2024,Clark,VANCOUVER,WA,98661
Battery Electric Vehicle (BEV),WMW13DJ05P,209786363,2023,MINI,Hardtop,Passenger,0,Used,Registration Renewal,June 20 2024,2024,King,SEATTLE,WA,98103
Battery Electric Vehicle (BEV),WA1L2BFZ4P,235271879,2023,AUDI,Q4,Passenger,0,New,Original Registration,April 05 2023,2023,King,SEATTLE,WA,98103
Plug-in Hybrid Electric Vehicle (PHEV),KNDCD3LDXM,176550048,2021,KIA,Niro,Passenger,26,New,Original Title,September 17 2021,2021,King,SEATTLE,WA,98103
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DL3L,109211476,2020,VOLVO,XC60,Passenger,18,Used,Registration Renewal,April 25 2022,2022,Kitsap,BREMERTON,WA,98312
Battery Electric Vehicle (BEV),1V25MPE8XP,262238679,2023,VOLKSWAGEN,ID.4,Passenger,0,New,Original Title,January 19 2024,2024,King,SEATTLE,WA,98112
Battery Electric Vehicle (BEV),5YJSA1DN2C,380509,2012,TESLA,Model S,Passenger,265,Used,Registration Renewal,December 18 2018,2018,King,MERCER ISLAND,WA,98040
Plug-in Hybrid Electric Vehicle (PHEV),WA1G2AFY1L,256435910,2020,AUDI,Q5 e,Passenger,20,Used,Original Registration,November 15 2023,2023,King,SEATTLE,WA,98105
Battery Electric Vehicle (BEV),KNDC3DLC5R,263160096,2024,KIA,EV6,Passenger,0,New,Original Registration,April 04 2024,2024,King,SEATTLE,WA,98112
Battery Electric Vehicle (BEV),WMEFJ9BA5H,154384597,2017,SMART,Fortwo,Passenger,58,Used,Original Title,May 18 2021,2021,King,SEATTLE,WA,98108
Plug-in Hybrid Electric Vehicle (PHEV),WBA8E1C38H,211646347,2017,BMW,330e,Passenger,14,Used,Registration Renewal,March 01 2018,2018,King,SEATTLE,WA,98103
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DM5M,145547202,2021,VOLVO,XC60,Passenger,18,Used,Registration Renewal,March 15 2023,2023,Kitsap,BAINBRIDGE ISLAND,WA,98110
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1L79N,227464135,2022,CHRYSLER,Pacifica,Passenger,32,Used,Registration Renewal,November 22 2023,2023,King,RENTON,WA,98059
Plug-in Hybrid Electric Vehicle (PHEV),WP1AE2AY5N,218921832,2022,PORSCHE,Cayenne,Passenger,16,Used,Registration Renewal,August 11 2023,2023,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),WA15AAGE0R,256376144,2024,AUDI,Q8,Passenger,0,New,Original Title,October 31 2023,2023,King,NORMANDY PARK,WA,98166
Battery Electric Vehicle (BEV),5YJSA4H17F,168565162,2015,TESLA,Model S,Passenger,208,Used,Registration Renewal,April 05 2021,2021,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),KMHM24AA3R,266009642,2024,HYUNDAI,Ioniq 6,Passenger,0,New,Original Title,April 26 2024,2024,King,BELLEVUE,WA,98005
Plug-in Hybrid Electric Vehicle (PHEV),KMHE14L22H,345793829,2017,HYUNDAI,Sonata,Passenger,27,Used,Registration Renewal,April 05 2021,2021,King,SEATTLE,WA,98133
Battery Electric Vehicle (BEV),WVGRMPE27N,218785724,2022,VOLKSWAGEN,ID.4,Passenger,0,New,Original Title,October 06 2022,2022,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),5YJSA1E15F,223527727,2015,TESLA,Model S,Passenger,208,Used,Registration at time of Transfer,January 20 2023,2023,King,TUKWILA,WA,98168
Battery Electric Vehicle (BEV),WVWKP7AU5F,194191245,2015,VOLKSWAGEN,e-Golf,Passenger,83,Used,Original Registration,March 21 2022,2022,Clark,VANCOUVER,WA,98682
Battery Electric Vehicle (BEV),1GYKPRRL9R,262679665,2024,CADILLAC,Lyriq,Passenger,0,New,Original Title,March 01 2024,2024,King,KIRKLAND,WA,98034
Plug-in Hybrid Electric Vehicle (PHEV),KNDRMDLH9R,261603590,2024,KIA,Sorento,Passenger,32,New,Original Registration,March 07 2024,2024,King,SEATTLE,WA,98144
Plug-in Hybrid Electric Vehicle (PHEV),KNDCM3LD1L,264616523,2020,KIA,Niro,Passenger,26,Used,Original Registration,March 15 2024,2024,King,SEATTLE,WA,98144
Battery Electric Vehicle (BEV),WBY8P6C06L,122237671,2020,BMW,i3,Passenger,153,New,Original Registration,September 10 2020,2020,King,SEATTLE,WA,98144
Plug-in Hybrid Electric Vehicle (PHEV),3MW39FS09P,227420385,2023,BMW,330e,Passenger,20,Used,Registration Renewal,December 28 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),1N4CZ1CV0P,218062309,2023,NISSAN,Leaf,Passenger,0,New,Original Registration,September 28 2022,2022,Kitsap,PORT ORCHARD,WA,98366
Battery Electric Vehicle (BEV),5YJSA1E26M,132557106,2021,TESLA,Model S,Passenger,0,New,Original Registration,November 25 2020,2020,King,BELLEVUE,WA,98006
Battery Electric Vehicle (BEV),WAUEJBFW3R,266827081,2024,AUDI,e-tron GT,Passenger,0,New,Original Title,May 21 2024,2024,King,BURIEN,WA,98166
Plug-in Hybrid Electric Vehicle (PHEV),JTJHKCFZ5N,228472891,2022,LEXUS,NX,Passenger,37,Used,Registration Renewal,February 12 2024,2024,Snohomish,MILL CREEK,WA,98012
Battery Electric Vehicle (BEV),5YJSA1AG0D,218694101,2013,TESLA,Model S,Passenger,208,New,Original Registration,April 12 2013,2013,Snohomish,MILL CREEK,WA,98012
Battery Electric Vehicle (BEV),WA142BFZ9P,261421947,2023,AUDI,Q4,Passenger,0,New,Original Registration,January 02 2024,2024,King,NEWCASTLE,WA,98059
Battery Electric Vehicle (BEV),7PDSGBBAXR,263160187,2024,RIVIAN,R1S,Passenger,0,New,Original Title,April 25 2024,2024,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),KM8K53AG6N,171034874,2022,HYUNDAI,Kona Electric,Passenger,0,New,Original Title,September 15 2021,2021,King,KENT,WA,98042
Battery Electric Vehicle (BEV),5YJYGDED5M,143611317,2021,TESLA,Model Y,Passenger,0,Used,Registration Renewal,December 14 2023,2023,King,NEWCASTLE,WA,98059
Plug-in Hybrid Electric Vehicle (PHEV),5UXKT0C57H,104991309,2017,BMW,X5,Passenger,14,Used,Registration Renewal,April 14 2023,2023,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),WP0CD2Y16R,260764395,2024,PORSCHE,Taycan,Passenger,0,New,Original Title,January 23 2024,2024,Jefferson,PORT LUDLOW,WA,98365
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1N70K,464735309,2019,CHRYSLER,Pacifica,Passenger,32,Used,Registration Renewal,October 31 2022,2022,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),1GYKPWRL2R,268061216,2024,CADILLAC,Lyriq,Passenger,0,New,Original Registration,June 27 2024,2024,King,BELLEVUE,WA,98005
Plug-in Hybrid Electric Vehicle (PHEV),1G6RL1E4XG,115628656,2016,CADILLAC,ELR,Passenger,40,New,Original Registration,June 15 2016,2016,King,BELLEVUE,WA,98006
Battery Electric Vehicle (BEV),3C3CFFGE8K,132178812,2019,FIAT,500,Passenger,84,Used,Transfer Title,February 08 2023,2023,King,SEATTLE,WA,98177
Plug-in Hybrid Electric Vehicle (PHEV),JTJHKCFZ9N,226140673,2022,LEXUS,NX,Passenger,37,Used,Original Title,December 13 2022,2022,Clark,VANCOUVER,WA,98682
Battery Electric Vehicle (BEV),KM8K53AG5L,132646363,2020,HYUNDAI,Kona,Passenger,258,Used,Registration Renewal,September 07 2021,2021,King,SEATTLE,WA,98133
Plug-in Hybrid Electric Vehicle (PHEV),1G1RF6E45E,187219882,2014,CHEVROLET,Volt,Passenger,38,Used,Registration Renewal,February 04 2019,2019,Snohomish,LYNNWOOD,WA,98087
Plug-in Hybrid Electric Vehicle (PHEV),WAUTPBFF4J,475054744,2018,AUDI,A3,Passenger,16,New,Original Registration,December 04 2018,2018,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),1N4CZ1CV6P,236691430,2023,NISSAN,Leaf,Passenger,0,New,Original Registration,April 14 2023,2023,Kitsap,POULSBO,WA,98370
Battery Electric Vehicle (BEV),WBY7Z2C51J,179304506,2018,BMW,i3,Passenger,114,Used,Original Registration,October 01 2021,2021,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),50EA1GBA2N,259573429,2022,LUCID,Air,Passenger,0,New,Original Registration,November 20 2023,2023,King,BELLEVUE,WA,98008
Battery Electric Vehicle (BEV),1FADP3R48E,163820170,2014,FORD,Focus,Passenger,76,Used,Registration Renewal,October 06 2016,2016,King,SAMMAMISH,WA,98075
Plug-in Hybrid Electric Vehicle (PHEV),WBY8P8C5XK,218298909,2019,BMW,i3,Passenger,126,Used,Original Registration,October 12 2022,2022,King,SEATTLE,WA,98122
Battery Electric Vehicle (BEV),KNDJX3AE4J,169857530,2018,KIA,Soul EV,Passenger,111,Used,Registration at time of Transfer,March 31 2021,2021,King,SEATTLE,WA,98107
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0CMXM,265080721,2021,VOLVO,XC90,Passenger,18,Used,Original Registration,April 29 2024,2024,King,SEATTLE,WA,98133
Battery Electric Vehicle (BEV),KM8K53AG1K,3577619,2019,HYUNDAI,Kona,Passenger,258,Used,Registration Renewal,November 13 2020,2020,Clark,VANCOUVER,WA,98683
Battery Electric Vehicle (BEV),SADHB2S15L,265746442,2020,JAGUAR,I-PACE,Passenger,234,Used,Original Title,May 15 2024,2024,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),3C3CFFGE7E,191439608,2014,FIAT,500,Passenger,87,Used,Transfer Title,January 11 2024,2024,Yakima,YAKIMA,WA,98908
